-34.41172,148.555451
-34.411858,148.555569
-34.411931,148.555631
-34.412221,148.557605
-34.412936,148.562471
-34.414675,148.562124
-34.414854,148.562089
-34.417135,148.561634
-34.418242,148.561413
-34.41844,148.561373
-34.418592,148.562532
-34.418828,148.564342
-34.420813,148.563955
-34.42522,148.563097
-34.425323,148.563096
-34.425426,148.563096
-34.425427,148.563321
-34.426283,148.563133
-34.427014,148.568604
-34.4315934,148.5677155
-34.4332606,148.5805939
-34.44120931,148.5791351
-34.44114653,148.5780584
-34.44361731,148.5790749
-34.44545944,148.5778567
-34.44649367,148.5789108
-34.44707062,148.5800292
-34.44755525,148.5804671
-34.45031473,148.5796754
-34.45270573,148.5803228
-34.45616349,148.5818073
-34.4621201,148.5805927
-34.46265892,148.5847968
-34.46346918,148.5846573
-34.46564557,148.6005271
-34.46401557,148.6008323
-34.46544537,148.6115797
-34.46578029,148.6117754
-34.46627658,148.6147667
-34.47669648,148.6126903
-34.47703267,148.6127148
-34.48408261,148.6115164
-34.48387947,148.6100653
-34.48708007,148.6095055
-34.4882158,148.6179821
-34.48770165,148.6181328
-34.48815945,148.6216264
-34.49110557,148.6200458
-34.49890497,148.6125512
-34.50053797,148.6252739
-34.51627025,148.6222821
-34.51626742,148.6220521
-34.51686774,148.6218992
-34.51718739,148.6241727
-34.52671179,148.6224225
-34.52643764,148.6201191
-34.52943559,148.6196504
-34.53059567,148.6283195
-34.53417861,148.6276905
-34.53403115,148.6263767
-34.53704254,148.6258084
-34.53788514,148.6324282
-34.54753049,148.6306756
-34.54918773,148.6436429
-34.53791257,148.6457729
-34.53908749,148.6542693
-34.542419,148.653642
-34.54304,148.658458
-34.543154,148.659342
-34.545867,148.658826
-34.546762,148.658655
-34.547332,148.662977
-34.543714,148.663686
-34.541305,148.665609
-34.539745,148.669573
-34.539629,148.669869
-34.535578,148.680157
-34.542301,148.682402
-34.545762,148.673797
-34.548673,148.675488
-34.545469,148.683459
-34.55147,148.685463
-34.552074,148.685662
-34.552697,148.685867
-34.558715,148.687863
-34.558679,148.688019
-34.558643,148.68818
-34.557601,148.692281
-34.556755,148.695614
-34.555993,148.698614
-34.555903,148.698966
-34.55507,148.702245
-34.552762,148.711326
-34.552726,148.711456
-34.55589836,148.7125716
-34.55678285,148.7127706
-34.55749596,148.7126001
-34.55878417,148.7119789
-34.55963166,148.7116033
-34.5607527,148.7119342
-34.56296218,148.7129203
-34.56428472,148.7143088
-34.566025,148.715692
-34.567139,148.723719
-34.567481,148.726189
-34.56775,148.728128
-34.567758,148.728186
-34.567768,148.728255
-34.567911,148.729282
-34.567926,148.729391
-34.567941,148.729499
-34.568003,148.729948
-34.568048,148.730272
-34.568184,148.731245
-34.568882,148.736267
-34.569299,148.739266
-34.562549,148.740639
-34.561111,148.739402
-34.562124,148.746525
-34.557461,148.747497
-34.55628,148.747743
-34.556727,148.751201
-34.556979,148.75315
-34.560372,148.752443
-34.561145,148.758011
-34.569841,148.756339
-34.571121,148.765482
-34.569676,148.765765
-34.571113,148.777039
-34.571292,148.777006
-34.571538,148.778928
-34.571666,148.77993
-34.571697,148.780172
-34.571713,148.7803
-34.572022,148.782707
-34.571842,148.782743
-34.568313,148.783441
-34.568215,148.78346
-34.568134,148.783476
-34.567999,148.782414
-34.567999,148.782413
-34.564745,148.782994
-34.565472,148.788353
-34.565724,148.790218
-34.564391,148.789658
-34.563426,148.790734
-34.563173,148.793273
-34.563107,148.795435
-34.560991,148.795827
-34.5611,148.796575
-34.560684,148.796875
-34.560445,148.798797
-34.560429,148.79893
-34.560417,148.799024
-34.560389,148.799248
-34.560199,148.800634
-34.559444,148.802549
-34.559875,148.804128
-34.559703,148.806619
-34.558231,148.808988
-34.557882,148.810737
-34.556942,148.815461
-34.55668,148.816307
-34.556561,148.816691
-34.556679,148.816878
-34.557386,148.817838
-34.557849,148.818723
-34.560384,148.819583
-34.560518,148.820774
-34.562091,148.821465
-34.562277,148.823676
-34.562486,148.826171
-34.562507,148.826256
-34.562539,148.826389
-34.564797,148.830326
-34.564804,148.830347
-34.565471,148.832368
-34.566553,148.834458
-34.566677,148.834697
-34.567432,148.835967
-34.567568,148.836196
-34.567794,148.836575
-34.567907,148.836765
-34.567897,148.836943
-34.567877,148.837302
-34.567865,148.837514
-34.567812,148.838476
-34.567669,148.838717
-34.565863,148.841763
-34.566289,148.842713
-34.566574,148.84335
-34.566777,148.843803
-34.567672,148.843632
-34.568421,148.843488
-34.56847,148.843837
-34.568959,148.847302
-34.569071,148.847332
-34.569149,148.847353
-34.572808,148.84667
-34.573618,148.848186
-34.574309,148.848962
-34.574374,148.849442
-34.574683,148.849382
-34.574906,148.849339
-34.577138,148.851968
-34.578142,148.852892
-34.578184,148.853229
-34.579125,148.853487
-34.580599,148.852415
-34.581021,148.851173
-34.58145,148.850395
-34.582653,148.852803
-34.581743,148.856281
-34.581713,148.856396
-34.581681,148.856515
