# GsakName=Michael
# This County polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.

54.263408,-4.619189
54.265540,-4.624835
54.311724,-4.581799
54.324869,-4.569382
54.326855,-4.567514
54.328685,-4.564897
54.330171,-4.562984
54.332538,-4.560509
54.336026,-4.557329
54.339835,-4.555298
54.340100,-4.555316
54.340353,-4.555162
54.340397,-4.555100
54.340446,-4.555069
54.340604,-4.554957
54.342684,-4.554183
54.343127,-4.554028
54.346157,-4.552869
54.348676,-4.551866
54.352623,-4.550569
54.353064,-4.550190
54.356961,-4.547733
54.358767,-4.546012
54.360203,-4.544606
54.363451,-4.540389
54.366498,-4.537064
54.368318,-4.533838
54.371232,-4.528525
54.374153,-4.523209
54.374598,-4.522013
54.376800,-4.516291
54.378397,-4.512206
54.379957,-4.507972
54.383672,-4.499621
54.381929,-4.499970
54.380918,-4.500137
54.378648,-4.500678
54.378183,-4.500793
54.377921,-4.500642
54.376481,-4.500025
54.376220,-4.499708
54.375803,-4.499763
54.375371,-4.500054
54.375046,-4.499972
54.374964,-4.499396
54.373981,-4.498863
54.373740,-4.498476
54.373040,-4.496560
54.372419,-4.495432
54.372189,-4.494625
54.371504,-4.493571
54.371519,-4.493127
54.371098,-4.490663
54.371054,-4.489672
54.371122,-4.488514
54.371306,-4.486919
54.371595,-4.486192
54.372085,-4.483146
54.372246,-4.481734
54.372250,-4.480563
54.372017,-4.478835
54.371773,-4.476380
54.371732,-4.475107
54.371298,-4.473652
54.370704,-4.472160
54.370067,-4.471623
54.369697,-4.471268
54.369155,-4.470932
54.368687,-4.470924
54.368283,-4.471034
54.367655,-4.471500
54.366953,-4.471617
54.365426,-4.471409
54.365364,-4.471749
54.364813,-4.471674
54.364319,-4.472010
54.364073,-4.472005
54.363003,-4.472481
54.360634,-4.473623
54.360255,-4.473909
54.359833,-4.473819
54.356846,-4.474561
54.356483,-4.474990
54.356067,-4.474968
54.355906,-4.475138
54.355856,-4.475440
54.355263,-4.475746
54.355030,-4.475699
54.353823,-4.476325
54.352855,-4.477053
54.352812,-4.477736
54.352473,-4.477526
54.351560,-4.478096
54.350854,-4.479207
54.350208,-4.480598
54.349010,-4.481254
54.347871,-4.483567
54.346407,-4.486452
54.346271,-4.486676
54.346056,-4.487058
54.345341,-4.487986
54.344010,-4.489688
54.342892,-4.491113
54.341748,-4.492771
54.340990,-4.493451
54.338527,-4.496594
54.336202,-4.500464
54.333897,-4.504901
54.333003,-4.504642
54.332017,-4.504719
54.330360,-4.505180
54.330161,-4.505617
54.329836,-4.505402
54.326888,-4.506683
54.326150,-4.507148
54.324854,-4.507397
54.323115,-4.508315
54.320903,-4.509186
54.319374,-4.509641
54.317724,-4.510089
54.316299,-4.510056
54.314656,-4.510052
54.313091,-4.509723
54.311531,-4.509107
54.310784,-4.508986
54.310035,-4.509029
54.308482,-4.509441
54.302988,-4.511579
54.299366,-4.512993
54.298812,-4.512881
54.290492,-4.507472
54.283607,-4.515044
54.276116,-4.501227
54.274589,-4.501070
54.273902,-4.501305
54.273050,-4.501120
54.272095,-4.501471
54.271670,-4.501533
54.271171,-4.501406
54.270383,-4.501949
54.270035,-4.501882
54.269456,-4.501542
54.268925,-4.501883
54.268499,-4.501895
54.268009,-4.502553
54.267269,-4.502745
54.267075,-4.503493
54.266579,-4.504289
54.266314,-4.504371
54.265935,-4.505061
54.265708,-4.505498
54.265721,-4.506601
54.265648,-4.507971
54.265271,-4.508546
54.265431,-4.509528
54.265428,-4.510140
54.265246,-4.510629
54.265112,-4.511551
54.264710,-4.511936
54.264402,-4.513320
54.263973,-4.513914
54.263834,-4.514586
54.263456,-4.514675
54.263049,-4.514745
54.263019,-4.514512
54.262575,-4.514249
54.261668,-4.513659
54.261477,-4.513354
54.261174,-4.513173
54.260797,-4.513085
54.260582,-4.513274
54.259350,-4.513770
54.257661,-4.513641
54.256893,-4.513354
54.256169,-4.513316
54.254480,-4.510146
54.248502,-4.512339
54.243911,-4.529101
54.243081,-4.532671
54.241802,-4.537158
54.241000,-4.539991
54.239846,-4.542523
54.237614,-4.545398
54.236686,-4.547445
54.236142,-4.546718
54.231577,-4.551581
54.232877,-4.554593
54.234301,-4.557666
54.235946,-4.562066
54.237513,-4.566790
54.238616,-4.568820
54.240053,-4.571156
54.241926,-4.574829
54.243361,-4.577288
54.243273,-4.579748
54.243056,-4.581215
54.243060,-4.582488
54.242703,-4.583660
54.242107,-4.584737
54.241419,-4.585439
54.240848,-4.586435
54.241160,-4.589573
54.241350,-4.591308
54.241620,-4.592514
54.242391,-4.594198
54.242568,-4.595194
54.243014,-4.595998
54.243664,-4.596156
54.245068,-4.596656
54.245257,-4.596771
54.245350,-4.596849
54.246612,-4.597548
54.248120,-4.598410
54.249297,-4.598843
54.249794,-4.599486
54.250988,-4.598811
54.251418,-4.599122
54.253328,-4.598979
54.253024,-4.599866
54.252679,-4.601819
54.252863,-4.602405
54.252807,-4.604414
54.254040,-4.605796
54.254530,-4.606931
54.255566,-4.607070
54.256635,-4.609675
54.257741,-4.609981
54.259826,-4.612519
54.260889,-4.615534
54.263408,-4.619189
