# GsakName=North-East Region
# This polygon is based on the official boundaries published by the Singapore Government https://data.gov.sg/dataset/master-plan-2014-region-boundary-no-sea
1.451449551	103.776644337
1.451419696	103.776592349								
1.451381214	103.776525337								
1.451280446	103.776360635								
1.451261680	103.776334235								
1.451208048	103.776222001								
1.451186604	103.776155981								
1.451163822	103.776101841								
1.451108831	103.775907717								
1.451073964	103.775758488								
1.451072617	103.775732069								
1.451088683	103.775609221								
1.451087344	103.775577518								
1.451079294	103.775520727								
1.451065880	103.775477154								
1.451036388	103.775412455								
1.451028348	103.775388687								
1.451020298	103.775359627								
1.451008223	103.775288314								
1.450994809	103.775203792								
1.450965324	103.775091540								
1.450947886	103.775010981								
1.450922154	103.774924841								
1.450885499	103.774814233								
1.450845296	103.774711767								
1.450840566	103.774688493								
1.450801557	103.774570877								
1.450788552	103.774542930								
1.450773177	103.774514993								
1.450764901	103.774483560								
1.450748360	103.774452118								
1.450734169	103.774409040								
1.450695171	103.774319388								
1.450677435	103.774286805								
1.450567494	103.774025989								
1.450528496	103.773959629								
1.450482381	103.773890950								
1.450469375	103.773863012								
1.450420927	103.773788511								
1.450366535	103.773658098								
1.450351431	103.773632821								
1.450307794	103.773564933								
1.450263396	103.773466852								
1.450235886	103.773439290								
1.450147442	103.773255283								
1.450138615	103.773231494								
1.450085806	103.773110777								
1.450034507	103.772999891								
1.449968793	103.772873828								
1.449945803	103.772831145								
1.449904246	103.772764919								
1.449873297	103.772704777								
1.449831730	103.772639432								
1.449818118	103.772624159								
1.449765836	103.772538941								
1.449704830	103.772448605								
1.449673442	103.772392825								
1.449620381	103.772317019								
1.449577938	103.772262997								
1.449540505	103.772224699								
1.449466982	103.772131212								
1.449449680	103.772111488								
1.449427609	103.772074780								
1.449379857	103.772000727								
1.449345382	103.771957578								
1.449313641	103.771922572								
1.449281244	103.771886819								
1.449276007	103.771876499								
1.449220512	103.771800128								
1.449220381	103.771800050								
1.449220213	103.771799818								
1.449213996	103.771796046								
1.449193436	103.771791801								
1.449165280	103.771790049								
1.449164606	103.771790035								
1.448956834	103.771607861								
1.448950400	103.771591651								
1.448947071	103.771567120								
1.448939348	103.771553515								
1.448939186	103.771553408								
1.448939051	103.771553172								
1.448926783	103.771545095								
1.448853680	103.771337269								
1.448865843	103.771311120								
1.448872472	103.771292590								
1.448863862	103.771246007								
1.448863523	103.771245681								
1.448861842	103.771244069								
1.448624678	103.771016403								
1.448569492	103.770971916								
1.448492456	103.770862486								
1.448501206	103.770759641								
1.448567965	103.770680508								
1.448706548	103.770618016								
1.450884688	103.769951490								
1.452685974	103.769408002								
1.452666746	103.769373522								
1.452630633	103.769308726								
1.452591889	103.769239211								
1.452488423	103.769053599								
1.451527745	103.769335176								
1.450586881	103.769624759								
1.449826094	103.769860188								
1.449825983	103.769860222								
1.449637704	103.769853659								
1.449437875	103.769832117								
1.449244964	103.769795899								
1.449055291	103.769746391								
