# GsakName=North-East Region
# This polygon is based on the official boundaries published by the Singapore Government https://data.gov.sg/dataset/master-plan-2014-region-boundary-no-sea
1.307543927	103.697291014
1.307544953	103.697291742								
1.307545019	103.697291922								
1.307543232	103.697293372								
1.307543927	103.697291014								
1.307327452	103.697446044								
1.307041500	103.697642518								
1.306816758	103.697786333								
1.306801279	103.697791839								
1.306773783	103.697809226								
1.306693092	103.697861875								
1.306628197	103.697914872								
1.306571803	103.697971203								
1.306507698	103.698029164								
1.306406421	103.698069082								
1.306383982	103.698095047								
1.306386051	103.698098279								
1.306361128	103.698140176								
1.306385873	103.698172675								
1.306268664	103.698272698								
1.306245617	103.698295677								
1.306245508	103.698295539								
1.306245513	103.698295782								
1.306192650	103.698348488								
1.306152422	103.698388597								
1.306152186	103.698388566								
1.306152233	103.698388786								
1.306123536	103.698417397								
1.306118175	103.698422744								
1.306118162	103.698422755								
1.306105996	103.698434885								
1.306104604	103.698433574								
1.306090541	103.698433664								
1.306072798	103.698451147								
1.306072228	103.698451709								
1.306020811	103.698502374								
1.305932184	103.698589705								
1.305906824	103.698614693								
1.305815377	103.698704710								
1.305766453	103.698751919								
1.305720783	103.698797816								
1.305649218	103.698869735								
1.305575335	103.698943984								
1.305544533	103.698953187								
1.305474898	103.698955153								
1.305439628	103.698956150								
1.305410444	103.698956973								
1.305378198	103.698957883								
1.305357478	103.698958469								
1.305351651	103.698958633								
1.305331656	103.698965778								
1.305299758	103.698952167								
1.305281216	103.698975425								
1.305280601	103.698975958								
1.305280646	103.698976141								
1.305231818	103.699037388								
1.305182715	103.699106542								
1.305018847	103.699321528								
1.304986193	103.699370393								
1.304934406	103.699480090								
1.304989186	103.699709000								
1.304931945	103.699970093								
1.304921238	103.700001920								
1.304819606	103.699984035								
1.304819214	103.700099094								
1.304780962	103.700131938								
1.304749465	103.700172230								
1.304744437	103.700176488								
1.304757755	103.700201809								
1.304738353	103.700238450								
1.304727788	103.700258402								
1.304138384	103.701371523								
1.304229427	103.701515760								
1.304281563	103.701597283								
1.304314670	103.701659388								
1.304259809	103.701745417								
1.304246869	103.701765708								
1.304246864	103.701765716								
1.304232688	103.701785649								
1.304212186	103.701825278								
1.304209919	103.701829088								
1.304198430	103.701848414								
1.304010895	103.702297696								
1.304010690	103.702297594								
1.304005767	103.702309438								
1.303993070	103.702317732								
1.303821585	103.702324588								
1.301842320	103.702403654								
1.301837274	103.702409324								
1.301965760	103.705628044								
1.301976983	103.705638539								
1.302062464	103.707779997								
1.302919472	103.707745819								
1.302903336	103.707342589								
1.302991804	103.707408745								
1.303122686	103.707468725								
1.303286376	103.707469948								
1.303406865	103.707491902								
1.303405869	103.707467147								
1.303824487	103.707585679								
1.304125080	103.707605604								
1.304279188	103.707695595								
1.304465270	103.707703879								
1.304855128	103.707823807								
1.305064835	103.708062539								
1.305193466	103.708144193								
1.305255158	103.708246858								
1.305266328	103.708265448								
1.305293912	103.708283776								
1.305369309	103.708294223								
1.305368666	103.708274725								
1.305368679	103.708274725								
1.305368706	103.708275613								
1.305371681	103.708358837								
1.305374319	103.708446695								
1.305378666	103.708464422								
1.305383505	103.708463481								
1.305389001	103.708468992								
1.305453036	103.708466657								
1.305457912	103.708460934								
1.305527707	103.708458686								
1.305532300	103.708464108								
1.305554452	103.708463403								
1.305558515	103.708457698								
1.305726085	103.708452127								
1.305731049	103.708457102								
1.305753007	103.708456396								
1.305756822	103.708451147								
1.305906145	103.708446342								
1.305911622	103.708450931								
1.305933402	103.708450234								
1.305937782	103.708445328								
1.306087724	103.708440417								
1.306092953	103.708444926								
1.306114823	103.708444231								
1.306119539	103.708439403								
1.306187920	103.708437199								
1.306263349	103.708434773								
1.306296613	103.708433619								
1.306313606	103.708433073								
1.306314967	103.708433029								
1.306319348	103.708437206								
1.306340811	103.708436508								
