# GsakName=Caltanissetta
37.53857, 14.10139, 
37.53882, 14.10209, 
37.53902, 14.10266, 
37.54087, 14.10708, 
37.54087, 14.10708, 
37.54396, 14.10540, 
37.54936, 14.10503, 
37.55040, 14.10448, 
37.55158, 14.10362, 
37.55449, 14.10067, 
37.55449, 14.10067, 
37.55497, 14.10021, 
37.55569, 14.09883, 
37.55644, 14.09725, 
37.55722, 14.09562, 
37.55763, 14.09448, 
37.55790, 14.09325, 
37.55853, 14.09039, 
37.55814, 14.08941, 
37.55780, 14.08887, 
37.55722, 14.08810, 
37.55637, 14.08755, 
37.55550, 14.08742, 
37.55245, 14.08781, 
37.55218, 14.08785, 
37.54688, 14.09005, 
37.54460, 14.09209, 
37.54426, 14.09245, 
37.54060, 14.09663, 
37.53868, 14.09928, 
37.53845, 14.09985, 
37.53822, 14.10042, 
37.53857, 14.10139, 
37.72151, 13.81878, 
37.71726, 13.81910, 
37.70927, 13.81667, 
37.70890, 13.81604, 
37.70799, 13.81472, 
37.70771, 13.81446, 
37.70759, 13.81435, 
37.70642, 13.81403, 
37.70575, 13.81459, 
37.69680, 13.83214, 
37.69502, 13.84122, 
37.69252, 13.85446, 
37.69079, 13.86417, 
37.68730, 13.86909, 
37.68730, 13.86909, 
37.68444, 13.87161, 
37.68337, 13.87542, 
37.68354, 13.87636, 
37.68327, 13.87724, 
37.68301, 13.87780, 
37.68168, 13.87968, 
37.68110, 13.88005, 
37.67562, 13.88210, 
37.67322, 13.88283, 
37.67280, 13.88257, 
37.67280, 13.88257, 
37.67164, 13.88507, 
37.67164, 13.88507, 
37.67135, 13.88814, 
37.67030, 13.88929, 
37.66972, 13.88954, 
37.66629, 13.89006, 
37.65858, 13.90517, 
37.65782, 13.90498, 
37.65640, 13.90435, 
37.65334, 13.90293, 
37.65245, 13.90249, 
37.64433, 13.90022, 
37.63922, 13.90080, 
37.63884, 13.90092, 
37.63707, 13.90162, 
37.63165, 13.90396, 
37.63165, 13.90396, 
37.61926, 13.90000, 
37.61926, 13.90000, 
37.61900, 13.90015, 
37.61817, 13.90131, 
37.61648, 13.90413, 
37.61086, 13.91675, 
37.61053, 13.91757, 
37.61018, 13.91874, 
37.61007, 13.92136, 
37.61012, 13.92240, 
37.60440, 13.92789, 
37.59764, 13.92404, 
37.59764, 13.92404, 
37.59673, 13.92861, 
37.59159, 13.94809, 
37.58671, 13.95726, 
37.58678, 13.96057, 
37.58685, 13.96168, 
37.59050, 13.97866, 
37.59253, 13.98414, 
37.59298, 13.98524, 
37.59335, 13.98601, 
37.59419, 13.98704, 
37.59429, 13.98718, 
37.59520, 13.98847, 
37.59617, 13.98994, 
37.59666, 13.99122, 
37.59914, 14.00550, 
37.59937, 14.00685, 
37.59981, 14.01007, 
37.59986, 14.01069, 
37.59933, 14.01180, 
37.59759, 14.01377, 
37.59759, 14.01377, 
37.59934, 14.01995, 
37.59969, 14.02078, 
37.60348, 14.02811, 
37.60645, 14.02771, 
37.61053, 14.02620, 
37.61204, 14.02521, 
37.61272, 14.02469, 
37.61366, 14.02377, 
37.61432, 14.02313, 
37.61588, 14.02217, 
37.61910, 14.02089, 
37.61998, 14.02058, 
37.62087, 14.02072, 
