45.209596	-92.196165
45.209554	-92.156465
45.12151	-92.157092
45.121432	-92.136113
45.046504	-92.136594
44.930128	-92.135214
44.906286	-92.135968
44.857848	-92.136348
44.857754	-92.180962
44.857986	-92.216609
44.858162	-92.217147
44.857824	-92.218546
44.8577	-92.236479
44.858039	-92.258675
44.859383	-92.302477
44.862246	-92.374905
44.862568	-92.682683
44.862738	-92.685665
44.862351	-92.691833
44.862503	-92.692821
44.862001	-92.769501
44.86402	-92.768839
44.872867	-92.763422
44.87414	-92.763411
44.875905	-92.764133
44.882967	-92.769603
44.889997	-92.773946
44.892797	-92.774907
44.895086	-92.774968
44.900083	-92.774022
44.901367	-92.773103
44.904874	-92.766271
44.907857	-92.759556
44.910283	-92.757923
44.930867	-92.752102
44.937299	-92.750645
44.941567	-92.750802
44.955767	-92.754603
44.962068	-92.759202
44.964979	-92.7607
44.968084	-92.767218
44.969839	-92.768545
44.97215	-92.769445
44.974267	-92.769504
44.978967	-92.770304
44.983328	-92.770346
44.987467	-92.769104
44.989293	-92.769277
44.994131	-92.770834
45.001378	-92.771231
45.007667	-92.768804
45.015249	-92.764929
45.0221	-92.761953
45.02432	-92.76206
45.028767	-92.764604
45.033803	-92.770362
45.039327	-92.778815
45.043516	-92.78791
45.047178	-92.793282
45.050648	-92.797081
45.054806	-92.800485
45.057423	-92.802056
45.060978	-92.803079
45.065403	-92.802911
45.067555	-92.802163
45.07037	-92.800073
45.072705	-92.797235
45.078762	-92.792657
45.080555	-92.790338
45.089138	-92.77401
45.091	-92.771996
45.09573	-92.765602
45.0985	-92.76136
45.10101	-92.756477
45.103146	-92.754387
45.105679	-92.750205
45.107051	-92.746749
45.108309	-92.744938
45.113396	-92.740509
45.115598	-92.739583
45.116515	-92.739527
45.118454	-92.74061
45.119918	-92.742924
45.12138	-92.744477
45.123112	-92.745692
45.13812	-92.749423
45.138813	-92.750202
45.141502	-92.751957
45.145966	-92.752506
45.149146	-92.755316
45.152351	-92.757352
45.152915	-92.757211
45.154888	-92.757907
45.159272	-92.758144
45.160486	-92.757944
45.162366	-92.757006
45.165166	-92.756907
45.168653	-92.754815
45.170766	-92.753107
45.172966	-92.752207
45.173916	-92.752404
45.174766	-92.753207
45.182812	-92.764872
45.185466	-92.766808
45.190166	-92.767408
45.194165	-92.76713
45.199766	-92.765708
45.204866	-92.763908
45.207166	-92.762108
45.209566	-92.758008
45.20988	-92.737656
45.209797	-92.72287
45.210277	-92.643234
45.210418	-92.559993
45.209802	-92.537359
45.209484	-92.49618
45.209215	-92.382298
45.209361	-92.312204
45.209177	-92.304215
45.209223	-92.250714
45.209596	-92.196165
