# GsakName=Spain
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 29.0596656,28.2442556,-17.4917735,-18.2373075
28.7925356,-18.2358775
28.8028776,-18.2345505
28.8129466,-18.2330855
28.8260286,-18.2303025
28.8389216,-18.2265535
28.8515706,-18.2218545
28.8639226,-18.2162245
28.8759226,-18.2096875
28.8875206,-18.2022715
28.8986666,-18.1940075
28.9093126,-18.1849315
28.9146066,-18.1799305
28.9203796,-18.1748545
28.9304786,-18.1650025
28.9327646,-18.1624585
28.9367556,-18.1590535
28.9378176,-18.1580765
28.9411926,-18.1554455
28.9518366,-18.1463615
28.9619336,-18.1365045
28.9714416,-18.1259165
28.9803196,-18.1146415
28.9838386,-18.1097305
28.9871416,-18.1058905
28.9960176,-18.0946125
29.0042256,-18.0826965
29.0117296,-18.0701935
29.0184266,-18.0573035
29.0190346,-18.0563635
29.0265366,-18.0438565
29.0333016,-18.0308175
29.0393026,-18.0172995
29.0445116,-18.0033635
29.0489066,-17.9890685
29.0524706,-17.9744755
29.0551856,-17.9596485
29.0561366,-17.9519645
29.0567086,-17.9488395
29.0585636,-17.9338405
29.0595506,-17.9187345
29.0596656,-17.9035875
29.0589086,-17.8884645
29.0581706,-17.8806165
29.0446546,-17.7575565
29.0437616,-17.7503715
29.0412606,-17.7354955
29.0379086,-17.7208385
29.0337186,-17.7064625
29.0287106,-17.6924315
29.0229056,-17.6788035
29.0163286,-17.6656385
29.0090066,-17.6529925
29.0009726,-17.6409205
28.9922606,-17.6294745
28.9829086,-17.6187015
28.9729566,-17.6086505
28.9624456,-17.5993625
28.9514236,-17.5908775
28.9399356,-17.5832325
28.9384176,-17.5823055
28.8328246,-17.5186065
28.8224356,-17.5127725
28.8101646,-17.5069135
28.7975816,-17.5019795
28.7847406,-17.4979915
28.7716976,-17.4949665
28.7585086,-17.4929175
28.7452286,-17.4918515
28.7319166,-17.4917735
28.7186276,-17.4926835
28.7054196,-17.4945765
28.7003276,-17.4955755
28.5317056,-17.5310845
28.5237256,-17.5329505
28.5108466,-17.5367725
28.4982166,-17.5415395
28.4858876,-17.5472295
28.4739136,-17.5538195
28.4623466,-17.5612795
28.4512346,-17.5695775
28.4500956,-17.5705545
28.4461826,-17.5734765
28.4425646,-17.5764435
28.4346866,-17.5824445
28.4317726,-17.5849085
28.4313856,-17.5850875
28.4194106,-17.5916695
28.4078406,-17.5991225
28.3967266,-17.6074125
28.3925776,-17.6108225
28.3922386,-17.6110565
28.3898686,-17.6127265
28.3847986,-17.6151905
28.3811346,-17.6170865
28.3694576,-17.6224875
28.3574806,-17.6290625
28.3459086,-17.6365065
28.3347916,-17.6447895
28.3241776,-17.6538735
28.3141116,-17.6637225
28.3046356,-17.6742915
28.2957916,-17.6855365
28.2880176,-17.6967865
28.2871576,-17.6981145
28.2867556,-17.6987385
28.2816426,-17.7070635
28.2783766,-17.7127215
28.2718356,-17.7252905
28.2718146,-17.7253325
28.2695666,-17.7298815
28.2695636,-17.7298875
28.2690486,-17.7309565
28.2630796,-17.7443905
28.2578976,-17.7582425
28.2535266,-17.7724465
28.2499856,-17.7869415
28.2470106,-17.8035355
28.2453336,-17.8173635
28.2443606,-17.8323595
28.2442556,-17.8473945
28.2450216,-17.8624045
28.2466526,-17.8773265
28.2491436,-17.8920975
28.2524826,-17.9066525
28.2566566,-17.9209315
28.2616466,-17.9348725
28.2674316,-17.9484165
28.2725306,-17.9587635
28.2740326,-17.9620715
28.2805866,-17.9751615
28.2878846,-17.9877415
28.2878986,-17.9877645
28.2888996,-17.9893885
28.2969086,-18.0014035
28.3055946,-18.0128045
28.3149206,-18.0235395
28.3248476,-18.0335645
28.3337856,-18.0415445
28.3351646,-18.0428125
28.3359286,-18.0435085
28.3451486,-18.0515955
28.3494736,-18.0550725
28.3586896,-18.0620975
28.3701546,-18.0697485
28.3820366,-18.0765375
28.3942856,-18.0824345
28.4068486,-18.0874135
28.4142436,-18.0898675
28.4146516,-18.0900135
28.4163596,-18.0906105
28.4212016,-18.0925175
28.4285606,-18.0953095
28.4413846,-18.0993515
28.4544146,-18.1024375
28.4635606,-18.1039425
28.4721356,-18.1115445
28.4831296,-18.1200405
28.4929246,-18.1266635
28.4938106,-18.1272245
28.4954756,-18.1282685
28.5073536,-18.1350715
28.5195986,-18.1409815
28.5321586,-18.1459735
28.5445416,-18.1498875
28.5552016,-18.1581385
28.5666596,-18.1658135
28.5785346,-18.1726255
28.5907776,-18.1785435
28.6033356,-18.1835435
28.6132166,-18.1867625
28.6140626,-18.1870125
28.6170016,-18.1878535
28.6219716,-18.1891555
28.6293706,-18.1913745
28.6306446,-18.1916775
28.6314076,-18.1919905
28.6351936,-18.1949255
28.6466486,-18.2026105
28.6492366,-18.2041915
28.6539276,-18.2072025
28.6658006,-18.2140245
28.6780406,-18.2199525
28.6806336,-18.2210725
28.6819426,-18.2216565
28.6944986,-18.2266655
28.7073156,-18.2307345
28.7203396,-18.2338445
28.7335156,-18.2359825
28.7467866,-18.2371385
28.7600946,-18.2373075
28.7643386,-18.2371535
28.7734336,-18.2371615
28.7833476,-18.2366445
28.7891586,-18.2361795
28.7925356,-18.2358775
