# GsakName=Svalbard and Jan Mayen
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 76.9142084,76.2440641,26.3653014,24.043299
76.339356,25.6879333
76.3265303,25.6472705
76.3145113,25.6024529
76.3033747,25.5537731
76.2931903,25.5015456
76.2840221,25.4461049
76.2759775,25.3931679
76.2677373,25.3338797
76.2606613,25.2720147
76.2547952,25.2079756
76.2501768,25.1421775
76.246836,25.0750455
76.244794,25.0070121
76.2440641,24.9385147
76.244651,24.8699936
76.2461022,24.8134018
76.2483477,24.7594135
76.2518558,24.6994631
76.2570053,24.6321765
76.2634672,24.5668981
76.2711973,24.5040774
76.2801426,24.4441492
76.2835415,24.4233382
76.2908713,24.3812544
76.2926374,24.3717372
76.3037292,24.3168908
76.3158833,24.2661704
76.329013,24.2199493
76.3430241,24.1785716
76.3578162,24.1423494
76.372715,24.1120698
76.3868494,24.0889271
76.4013558,24.0703711
76.4161511,24.0565226
76.4311507,24.047476
76.4462683,24.043299
76.4638434,24.0445442
76.4782744,24.0498486
76.4844516,24.0530942
76.5013229,24.0651427
76.5448059,24.104648
76.5578878,24.118588
76.5707193,24.1363308
76.5832407,24.1578047
76.6091572,24.2069382
76.6349757,24.2579634
76.6495103,24.2899622
76.7910204,24.6383593
76.807996,24.6858646
76.8222909,24.7306083
76.8336704,24.7691107
76.8443808,24.8111797
76.8548167,24.8588111
76.8653018,24.9147137
76.8765757,24.9817565
76.8845188,25.0338259
76.8915853,25.0883213
76.8977378,25.1449567
76.9029433,25.2034335
76.9074309,25.2676109
76.9108828,25.3338704
76.9131466,25.4011351
76.9142084,25.468985
76.9140613,25.536996
76.9127064,25.6047427
76.910152,25.6718019
76.9064143,25.7377548
76.9015164,25.8021906
76.895489,25.8647094
76.8883696,25.9249242
76.8802026,25.9824644
76.8710386,26.0369778
76.8609344,26.0881331
76.8499527,26.1356217
76.8381611,26.1791598
76.8256323,26.2184903
76.8124431,26.2533838
76.7966529,26.2881264
76.781445,26.3146813
76.7657879,26.3356299
76.7480811,26.3521524
76.7338266,26.360726
76.7194671,26.3647801
76.7152758,26.3653014
76.7014833,26.3649382
76.6877296,26.3604321
76.6740804,26.3518172
76.6606008,26.3391469
76.6457158,26.3207521
76.6329237,26.3005417
76.6204787,26.2766389
76.3670989,25.755747
76.3529074,25.724173
76.339356,25.6879333
