# GsakName=Czechia
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 51.0557036,48.5518144,18.859216,12.0905901
50.1104781,12.1999469
50.110441,12.1999751
50.109669,12.2008879
50.1088693,12.2006344
50.1085699,12.200964
50.108425,12.2033952
50.1075103,12.2046366
50.1070599,12.2061291
50.1066131,12.2067067
50.1051928,12.2078624
50.1039043,12.2080694
50.1026497,12.2086526
50.1017732,12.2101881
50.1016758,12.211444
50.1022114,12.2125745
50.1023902,12.2136465
50.1026463,12.2141377
50.1028452,12.215665
50.1028363,12.2163532
50.1023507,12.2179137
50.1028801,12.2193408
50.1033408,12.2199589
50.1039141,12.221339
50.1034818,12.2222084
50.103549,12.2223887
50.1032313,12.222534
50.1026774,12.2239281
50.1023204,12.2262129
50.1024884,12.2280417
50.1023851,12.2286674
50.1017652,12.2294119
50.1014616,12.2290582
50.1005348,12.2291932
50.1003491,12.2289638
50.09985,12.2280808
50.0986231,12.2279531
50.0974184,12.2273354
50.0966057,12.2276511
50.0962164,12.2284775
50.0964765,12.2295258
50.0963944,12.2302629
50.0954173,12.2308582
50.094532,12.2309627
50.0941564,12.232209
50.0942859,12.2335338
50.0941337,12.2335663
50.0941576,12.2336534
50.0945051,12.2349348
50.0944832,12.2357787
50.0946743,12.2363251
50.0956784,12.2372052
50.0957322,12.2386283
50.0961338,12.2391261
50.096081,12.2397857
50.0962372,12.240446
50.0963101,12.2406202
50.0960792,12.2413212
50.0961118,12.2418689
50.0963181,12.2424744
50.0968865,12.2431713
50.0967579,12.2442956
50.0964733,12.244747
50.0964767,12.2451901
50.0968788,12.2454819
50.0971667,12.2447302
50.0973218,12.2452013
50.0969469,12.2460486
50.0971384,12.24632
50.0975396,12.2461258
50.0975281,12.2466109
50.0969881,12.247017
50.0968644,12.2476224
50.0963827,12.2478081
50.0960751,12.2475633
50.0957383,12.2479921
50.0956057,12.2478354
50.095512,12.2474598
50.0957843,12.2467561
50.0951803,12.2470345
50.0950872,12.246825
50.0952961,12.2462884
50.0949371,12.2457208
50.095728,12.2453847
50.0954016,12.2445355
50.0949005,12.2443714
50.0940129,12.2444445
50.09343,12.2455172
50.0930279,12.2459289
50.0924131,12.2460377
50.092232,12.2464023
50.0920972,12.2469244
50.0922565,12.2474885
50.09278,12.2479908
50.0927576,12.2483758
50.0922659,12.2480964
50.0919015,12.248422
50.0909113,12.2484028
50.0907764,12.2485797
50.0910769,12.2493128
50.0907212,12.2504495
50.0906633,12.251262
50.0908698,12.2517667
50.0910971,12.2514684
50.0913073,12.2518223
50.0916866,12.2513383
50.0918876,12.2514107
50.0919558,12.2517545
50.0915804,12.2523987
50.0908987,12.2523872
50.0900339,12.2534651
50.0896859,12.2531577
50.0894884,12.253272
50.0888888,12.2527201
50.0878595,12.253107
50.0873981,12.2529699
50.0866068,12.2542702
50.0863579,12.2544064
50.0854871,12.2562221
50.0852355,12.2572929
50.0846616,12.2576999
50.0845202,12.2583487
50.0843197,12.2585973
50.084287,12.2591188
50.0834497,12.2593077
50.0831799,12.2589249
50.0829393,12.2590727
50.081923,12.2625604
50.0815525,12.263363
50.0790123,12.2654564
50.0784394,12.2668144
50.0777529,12.2699979
50.0776945,12.2703075
50.0773031,12.2723108
50.0769372,12.273155
50.076783,12.2747444
50.076473,12.2754108
50.0763359,12.2747603
50.0759083,12.2744727
50.0757677,12.2739543
50.0750911,12.2738901
50.0749718,12.2734627
50.0745416,12.2731298
50.0744606,12.2733135
50.0740005,12.2724455
50.0737013,12.2723711
50.0734064,12.2717899
50.0730598,12.2716811
50.0730247,12.2713743
50.0727441,12.2710398
50.0722197,12.2707266
50.0722367,12.2703914
50.0720272,12.2703121
50.0718261,12.2696134
50.0714349,12.2692994
50.070915,12.2681719
50.0706533,12.2682735
50.0704309,12.2680184
50.0703634,12.2675896
50.0698422,12.2673356
50.0694062,12.2666827
50.0691142,12.2666665
50.0688152,12.2660676
50.0678412,12.265233
50.0678186,12.2649119
50.0675195,12.2646035
50.0674863,12.2642106
50.0672439,12.2638642
50.0671886,12.2633879
50.0669842,12.2632762
50.0667885,12.263597
50.0665623,12.2633012
50.0661899,12.2632453
50.0657867,12.2627307
50.0656709,12.2628315
50.065508,12.2622884
50.0651686,12.2621102
50.065149,12.2614773
50.0645269,12.261149
50.0643797,12.2608472
50.0640553,12.2607448
50.063734,12.2610376
50.0630957,12.2608382
50.0629543,12.2609973
50.0628146,12.2606815
50.0618169,12.2599737
50.0610577,12.2597202
50.0596827,12.2608419
50.0590638,12.2611147
50.0585675,12.2609655
50.0585102,12.2609518
50.0584418,12.2609832
50.0581202,12.2616239
50.0584266,12.2624966
50.0592336,12.2632635
50.0607468,12.2674031
50.0613618,12.2706034
50.0612457,12.2724598
50.059945,12.2738878
50.0586556,12.2756734
50.0576918,12.2781348
50.056801,12.2790395
50.055171,12.279254
50.0552311,12.2803259
50.0555137,12.281493
50.0564343,12.2835886
50.0569284,12.2876727
50.0572505,12.2927347
50.0580449,12.2951029
50.058449,12.2979483
50.058508,12.2982537
50.0586106,12.2990179
50.0578815,12.3011775
50.0581014,12.3014451
50.0565425,12.3056041
50.0560171,12.3075796
50.0554369,12.311165
50.0542862,12.3129215
50.0524715,12.3143603
50.0533696,12.3172796
50.0530092,12.3177018
50.0529829,12.3181097
50.0528679,12.318059
50.0513936,12.3184954
50.0514197,12.3189901
50.0498641,12.3192716
50.0487061,12.3191853
50.0473419,12.3178178
50.0460289,12.3157172
50.0450095,12.3168208
50.0447663,12.3165817
50.0446152,12.3167131
