# GsakName=Estonia
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 59.9383754,57.5093124,28.2100175,21.3826069
57.6202422,26.8799035
57.6203815,26.8806949
57.6208116,26.8839713
57.6215863,26.8866231
57.6236035,26.8890431
57.6258308,26.8958106
57.6292132,26.9005137
57.6305917,26.8996731
57.6331125,26.9068693
57.6332905,26.9263568
57.6332275,26.9263149
57.6319591,26.9281349
57.6311726,26.9281969
57.6307019,26.9295111
57.63015,26.9300627
57.6299255,26.9296739
57.629319,26.9298732
57.6293086,26.9293245
57.6288504,26.929255
57.6284328,26.9288074
57.6281149,26.9292612
57.6275902,26.9287394
57.6268228,26.9296316
57.6259317,26.9295257
57.6249085,26.9299877
57.6244688,26.9295849
57.6241514,26.9297861
57.623845,26.9296367
57.6234559,26.9301818
57.6237121,26.9311172
57.6235729,26.9312112
57.623731,26.9329509
57.6199169,26.9402077
57.6205143,26.9504634
57.6193047,26.9506596
57.6154804,26.9511922
57.6090766,26.9399136
57.6027823,26.9455884
57.604528,26.957031
57.6063839,26.9596148
57.6058051,26.9638387
57.6052947,26.9637638
57.6047986,26.9707971
57.609875,26.9726203
57.6105263,26.9731333
57.611709,26.9749199
57.6126923,26.9754225
57.6124983,26.9757234
57.612214,26.9774827
57.6115295,26.9790469
57.6118546,26.9793057
57.6121776,26.9792183
57.6122893,26.9796385
57.6122167,26.9807714
57.6123763,26.9812964
57.6120346,26.9815256
57.6122516,26.9819901
57.6121351,26.9827971
57.6122389,26.9834055
57.6119072,26.9836876
57.6117951,26.9846722
57.6115158,26.9840979
57.6112335,26.9839628
57.6111065,26.984135
57.6112562,26.9846768
57.6105069,26.9850098
57.6108548,26.9855534
57.610675,26.9862649
57.6101032,26.9870156
57.6096506,26.9865703
57.6093383,26.986595
57.6090843,26.9874468
57.610831,26.9926947
57.6045908,26.9952103
57.6045174,27.0314473
57.6024749,27.0349164
57.5967726,27.0445967
57.5911515,27.0422346
57.5875581,27.0413724
57.5851638,27.0336271
57.5822935,27.0466112
57.5806593,27.0469356
57.5811069,27.0476718
57.5813715,27.0490784
57.5809938,27.0513943
57.5809932,27.0526425
57.5814307,27.0538412
57.5826633,27.0558399
57.5823937,27.0562801
57.5812923,27.0683076
57.5798847,27.0719542
57.577463,27.0731065
57.5768578,27.0758706
57.5767644,27.0873713
57.5744719,27.0890217
57.5741737,27.0888784
57.5734818,27.0883086
57.5731859,27.0888919
57.5730128,27.0899916
57.5723613,27.0901525
57.5719176,27.0937107
57.571688,27.0940575
57.5713693,27.0937797
57.5714347,27.0950407
57.5712897,27.0948102
57.5711333,27.0954137
57.5706852,27.0955161
57.5701253,27.0964191
57.5696579,27.0964067
57.569776,27.0959515
57.5696636,27.0958808
57.5691106,27.0962077
57.5691018,27.0967563
57.5692804,27.0967634
57.5693388,27.0970379
57.569177,27.0982924
57.5689956,27.0987908
57.5687798,27.0988757
57.5686795,27.0993953
57.56844,27.0995819
57.5685264,27.1002454
57.5684265,27.1004748
57.5679572,27.100739
57.5677425,27.0997973
57.5678998,27.0994955
57.5674648,27.0996202
57.5671782,27.1003885
57.567331,27.1006714
57.5664112,27.1007539
57.5666145,27.1014829
57.566038,27.1015661
57.5663318,27.101975
57.5660643,27.1024844
57.5659248,27.1024279
57.5658579,27.1019403
57.5657098,27.102085
57.5657118,27.1024751
57.5659855,27.1028078
57.5657866,27.1033387
57.5660199,27.1035862
57.5657055,27.1042121
57.565764,27.1043859
57.5655781,27.1044964
57.5657292,27.1048546
57.5655875,27.1051811
57.5653321,27.1051888
57.5656724,27.1066423
57.5656591,27.1072289
57.5655077,27.1075029
57.5655903,27.1080267
57.5652284,27.108277
57.5655,27.1088795
57.5652627,27.1090768
57.5651205,27.1095937
57.5648892,27.1094529
57.5645774,27.1102455
57.5642675,27.1100658
57.5641442,27.1110664
57.5637639,27.1117862
57.5639161,27.1132532
57.5634949,27.113772
57.5636706,27.1142451
57.5632945,27.1146028
57.5630768,27.1153658
57.5627788,27.1155074
57.5624501,27.1172487
57.5620583,27.1173651
57.5605197,27.1613936
57.5536697,27.1840333
57.550584,27.1942158
57.5546678,27.2255091
57.5535038,27.2294055
57.5494016,27.2431255
57.5493824,27.2432774
57.5486897,27.2486965
57.5507809,27.2579601
57.5488455,27.2652303
57.5443326,27.2661536
57.5439057,27.2753323
57.5373842,27.2807713
57.5397482,27.2972246
57.5320916,27.3124878
57.5234917,27.3257477
57.5219401,27.3471154
57.5177169,27.3506332
57.5182076,27.3515647
57.5185697,27.3514452
57.5193733,27.3518968
57.5197273,27.3515379
57.5199997,27.3519538
57.5202029,27.3513213
57.5204223,27.3514431
57.5206073,27.3521751
57.5207272,27.3516156
57.520999,27.3514882
57.5213102,27.3526367
57.5217227,27.3529785
57.5218184,27.3528602
57.5216322,27.3523814
57.521678,27.3520058
57.5220919,27.3523395
57.5224643,27.3513258
57.5228626,27.3510108
57.5229668,27.3515282
57.5233982,27.3519513
57.5239903,27.3517427
57.5241373,27.3518763
57.5239792,27.3519988
57.5240422,27.3522904
57.5254841,27.3528938
57.5256767,27.3523775
57.5256897,27.3495907
57.5258937,27.349528
57.5263075,27.3502734
57.5266776,27.3502308
57.5269195,27.3505234
57.5278522,27.3503072
57.5283338,27.350576
57.5287248,27.3498097
57.5283898,27.3491549
57.5284274,27.3488269
57.5289105,27.3473881
57.5294181,27.347068
57.5293518,27.346056
57.5295724,27.3457053
57.5299454,27.3460848
57.5307915,27.3491112
57.5310278,27.3494358
57.5320282,27.3482783
57.5329169,27.3484651
57.5331552,27.3489161
57.5336158,27.3492136
57.5338706,27.3486642
57.5346058,27.3490751
57.5352778,27.3489492
57.5357017,27.3473347
57.5364251,27.3474582
57.5362868,27.3462894
57.5367194,27.3460208
57.536986,27.3451015
57.537464,27.3444043
57.5382152,27.3444215
57.5389247,27.3450362
57.539065,27.3449882
57.5390955,27.3444543
57.539544,27.3435729
57.5412181,27.3442794
57.5416094,27.3435656
57.542104,27.3432111
57.5430901,27.3435609
57.5430178,27.3429395
57.5433717,27.3425538
57.5443606,27.342695
57.5445002,27.3423221
57.5440489,27.341712
57.5445532,27.3413862
57.5439717,27.3409825
57.5439183,27.3406352
57.5440437,27.3404818
57.5443322,27.3407397
57.5444224,27.3400839
57.5446308,27.3399721
57.5454667,27.3408273
57.5456295,27.3406873
57.5457606,27.3401405
57.5455243,27.3402492
57.5453521,27.3396541
57.545365,27.3390031
57.5456344,27.3388415
