# GsakName=Ukraine
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 52.3791473,44.184598,40.2275801,22.137059
51.9268615,25.388233
51.9266316,25.3967569
51.9252537,25.4057413
51.9217271,25.409967
51.9223413,25.4333238
51.9219256,25.4333721
51.9218375,25.4478318
51.9210587,25.4586508
51.9191959,25.4582795
51.9191959,25.4595669
51.919654,25.4601115
51.9198525,25.4612256
51.919715,25.4628596
51.9191653,25.4642461
51.9190432,25.4650878
51.9203869,25.4659048
51.9198372,25.46895
51.9201579,25.4685415
51.9200891,25.4696061
51.9208489,25.475377
51.9223824,25.4847063
51.926328,25.4850466
51.928218,25.4844029
51.9295515,25.4862983
51.930197,25.4878889
51.9296825,25.4919618
51.9277692,25.4957909
51.9279473,25.4999045
51.92585,25.50407
51.9243,25.50648
51.9219635,25.5088595
51.9261771,25.5179109
51.9289423,25.5199195
51.9404373,25.5272964
51.9290483,25.5735923
51.9257845,25.592291
51.9242616,25.5929353
51.9235717,25.5958819
51.91812,25.68123
51.917814,25.7069782
51.917724,25.7113582
51.9179841,25.7189082
51.9197041,25.7272282
51.9204741,25.7356482
51.9224441,25.7472282
51.9230441,25.7551282
51.9251941,25.7632782
51.9251041,25.7687782
51.9233941,25.7775282
51.9222741,25.7822482
51.9240741,25.7843982
51.9273341,25.7836182
51.9308541,25.7813082
51.9321863,25.7762621
51.939815,25.7721378
51.9404415,25.771799
51.9484541,25.7718682
51.950854,25.7745282
51.950854,25.7784682
51.9520541,25.7837982
51.949824,25.7881682
51.9479341,25.7892882
51.9469041,25.7916082
51.9469041,25.8024182
51.946579,25.8090495
51.9446743,25.8140277
51.9447802,25.8212374
51.9413939,25.8269023
51.9390658,25.8258723
51.9373357,25.8207551
51.9372666,25.8205508
51.9321441,25.8247382
51.9276841,25.8261082
51.9249883,25.8294772
51.9245384,25.8414935
51.9249883,25.8552264
51.924459,25.8637236
51.9221564,25.8672427
51.9207271,25.8707617
51.9210447,25.8747099
51.9208859,25.8771561
51.918689,25.8948802
51.9199331,25.8979271
51.9201183,25.9011458
51.9158038,25.9115742
51.9147449,25.9161233
51.9142684,25.9289549
51.9147979,25.9343623
51.9175773,25.9412716
51.9199595,25.9421729
51.9212565,25.9442757
51.9217858,25.9477519
51.9209389,25.9487818
51.9193508,25.9477519
51.9189272,25.9535884
51.921081,25.9536715
51.9222622,25.9537171
51.9223416,25.9566783
51.9233041,25.9584582
51.923215,25.9623002
51.9217858,25.9626435
51.9216535,25.9647893
51.9226063,25.9650038
51.9248824,25.9636735
51.9264968,25.9668492
51.9257689,25.968116
51.9248541,25.9697082
51.9244241,25.9723682
51.9261341,25.9731382
51.9275941,25.9733082
51.9280241,25.9740782
51.9275941,25.9772582
51.9264841,25.9791482
51.9275941,25.9808582
51.9287141,25.9841282
51.9281141,25.9871282
51.9306841,25.9927882
51.9319741,25.9977682
51.9312841,26.0005982
51.9313741,26.0127082
51.9294841,26.0235182
51.925688,26.0382187
51.9251004,26.0410125
51.9161423,26.0472224
51.9136818,26.0486515
51.9126612,26.0790613
51.912664,26.0878882
51.9118841,26.0963882
51.9112841,26.0998182
51.9055441,26.1035982
51.9024541,26.1051482
51.8993641,26.1079782
51.8952441,26.1186182
51.8946341,26.1258282
51.8936941,26.1299482
51.8844241,26.1356182
51.8771241,26.1435982
51.8762741,26.1476282
51.8778141,26.1525182
51.8791841,26.1581882
51.8791041,26.1617882
51.8762741,26.1622182
51.8730041,26.1633382
51.8678541,26.1622182
51.8657941,26.1633382
51.8665641,26.1661682
51.8683741,26.1688282
51.8669141,26.1719182
51.8687141,26.1745782
51.8668241,26.1766382
51.8689741,26.1811882
51.868544,26.1838482
51.8651141,26.1889182
51.8625341,26.1948382
51.8636541,26.2022182
51.8662241,26.2112282
51.8689741,26.2230782
51.8706041,26.2249682
51.8730041,26.2257382
51.8732641,26.2283982
51.8718041,26.2310582
51.8718941,26.2384382
51.8726641,26.2481382
51.8682041,26.2498582
51.8652841,26.2519182
51.8634741,26.2559482
51.8618541,26.2604982
51.8635641,26.2636782
51.8703441,26.2689982
51.8704582,26.274872
51.8705241,26.2782682
51.8700041,26.2820382
51.8657941,26.2846982
51.8668241,26.2889082
51.8686241,26.2919082
51.8694041,26.2951782
51.8689741,26.2991182
51.8645941,26.3046982
51.8617641,26.3086482
51.8613341,26.3147382
51.8620241,26.3198082
51.8636541,26.3283882
51.8646841,26.3378282
51.8651141,26.3462382
51.8628841,26.3647782
51.8632241,26.3699282
51.8662241,26.3797982
51.8687141,26.3865882
51.8732641,26.3942182
51.8758341,26.3994582
51.8747241,26.3998882
51.8689741,26.4002282
51.8496641,26.3992882
51.8445141,26.4011782
51.8352441,26.4014282
51.8351541,26.4055482
51.8352441,26.4121582
51.8359241,26.4184282
51.8375641,26.4243482
51.8359241,26.4281282
51.833354,26.4325882
51.828294,26.4393682
51.8209041,26.4444382
51.8175641,26.4484682
51.8149841,26.4556782
51.814304,26.4657182
51.8129241,26.4730982
51.8096641,26.4755882
51.8052941,26.4761082
51.7994541,26.4757582
51.7994541,26.4834882
51.7990241,26.4892382
51.7985941,26.4981682
51.7997941,26.5064882
51.7987641,26.5336082
51.7975641,26.5449382
51.7987641,26.5502582
51.8010347,26.5532268
51.8021141,26.5546382
51.8064841,26.5590182
51.812064,26.5588482
51.8133541,26.5599582
51.8158441,26.5679482
51.8190241,26.5880282
51.8209941,26.5935182
51.8249441,26.5955782
51.8285441,26.5969582
51.829324,26.5988382
51.829324,26.6035682
51.8284641,26.6090582
51.8250241,26.6151482
51.8239141,26.6201282
51.8252041,26.6246782
51.8255441,26.6312882
51.8256341,26.6457082
51.8259741,26.6540282
51.8264841,26.6610682
51.8255441,26.6695682
51.8260541,26.6723982
51.8266641,26.6783182
51.8261441,26.6864782
51.8246841,26.6946282
51.8224541,26.7007282
51.8183341,26.7054482
51.8130141,26.7134282
51.8125841,26.7297382
51.811124,26.7346282
51.8033941,26.7551382
51.8009141,26.7559082
51.7982779,26.7518567
51.7974021,26.7508267
51.7956238,26.7512129
51.7946152,26.7526291
51.7940579,26.755247
51.7927572,26.7575215
51.7892003,26.7579077
51.7895454,26.759796
51.7852041,26.7609782
51.7841741,26.7604582
51.7778241,26.7590882
51.7765341,26.7615782
51.7764541,26.7648382
51.7746441,26.7695582
51.7724141,26.7769382
51.7676041,26.7822582
51.7666641,26.7868082
51.7683741,26.7921382
51.7670941,26.7951382
51.7607441,26.7949682
51.7587641,26.7960782
51.7586778,26.7965316
51.7576541,26.8018282
51.7565341,26.8095582
51.7567992,26.8102995
51.7582541,26.8143682
51.7605741,26.8179682
51.7634041,26.8232082
51.7661541,26.8325582
51.7676041,26.8414882
51.7669241,26.8505882
51.7626341,26.8603682
51.7552441,26.8706682
51.7514741,26.8782182
51.7494941,26.8844882
51.7513041,26.8882682
51.7506141,26.8960782
51.7484641,26.9021682
51.7490641,26.9089482
51.748894,26.9142682
51.7472641,26.9214782
51.7435741,26.9326382
51.7386841,26.9451682
51.7361941,26.9504882
51.7385141,26.9565882
51.7436541,26.9620782
51.747774,26.9669682
51.7535341,26.9749482
51.7571341,26.9789882
51.7641741,26.9897982
51.7685541,26.9937482
51.7691541,27.0001882
51.7691541,27.0155482
51.7700141,27.0216482
51.7698441,27.0354682
51.7705241,27.0546882
51.7705241,27.0669682
51.7716441,27.0904782
51.7717241,27.0976882
51.7724941,27.1060182
51.7713041,27.1109982
51.7721541,27.1212082
51.7731841,27.1254182
51.7722441,27.1290182
51.7734441,27.1538282
51.7740441,27.1821482
51.7732741,27.1864382
51.7740441,27.1921882
51.7738741,27.2073782
51.7700141,27.2073782
51.7670941,27.2063482
51.763064,27.2061782
51.7484641,27.2080682
51.7224641,27.2088382
51.7149941,27.2097882
51.7021141,27.2103882
51.7002341,27.2107282
51.6974488,27.2108282
51.6890741,27.2111582
51.678514,27.2120982
51.6760241,27.2130482
51.6665041,27.2132182
51.6656441,27.2171682
51.6661541,27.2255782
51.6665041,27.2350182
51.6675341,27.2442082
51.6679641,27.2526982
51.6656441,27.2591382
51.6570541,27.2769882
51.6524241,27.2784482
51.6482141,27.2773382
51.6438441,27.2720082
51.6401541,27.2695282
51.6343941,27.2629182
51.6289941,27.2558782
51.6238441,27.2502082
51.6196341,27.2496082
51.6173141,27.2520982
51.6120841,27.2536482
51.6033241,27.2494382
51.6034141,27.2544182
51.6029841,27.2596482
51.6033241,27.2674682
51.605044,27.2720082
51.607104,27.2729582
51.608044,27.2798282
51.608044,27.2934682
51.6064141,27.2962982
51.6018641,27.2975882
51.6004941,27.3008482
51.6037541,27.3059982
51.6055641,27.3084082
51.6055641,27.3417882
51.606074,27.3475482
51.608224,27.3513182
51.6140541,27.3579282
51.6168041,27.3613582
51.6170641,27.3665082
51.6107941,27.3839382
51.6068441,27.4038482
51.6059841,27.4173282
51.6048741,27.4289082
51.607104,27.4326882
51.6124241,27.4326882
51.6148341,27.4389582
51.6168041,27.4428982
51.6192041,27.4524282
51.6202341,27.4579182
51.6187741,27.4601582
51.6114841,27.4628182
51.609254,27.4689082
51.6088241,27.4749982
51.6112241,27.4810082
51.6122541,27.4842682
51.6147441,27.4855582
51.6158541,27.4886482
51.6131941,27.4939682
51.6106241,27.4943182
51.6088241,27.4918282
51.6037541,27.4859882
51.5990341,27.4823882
51.5937141,27.4869282
51.5904541,27.4996382
51.5877941,27.5060682
51.5878741,27.5106182
51.5907141,27.5168882
51.5939741,27.5209182
51.6005841,27.5273582
51.6041841,27.5301882
51.608044,27.5311382
51.608134,27.5239282
51.6068441,27.5184282
51.6089941,27.5168882
51.6136241,27.5162882
51.6164641,27.5155982
51.6190341,27.5146582
51.6235841,27.5149982
51.6276141,27.5137082
51.6308841,27.5149982
51.6333641,27.5170582
51.6354241,27.5203182
51.6362841,27.5240982
51.6349141,27.5263282
51.6307041,27.5322482
51.6294617,27.5339207
51.6224641,27.5434082
51.6289041,27.5501082
51.6325141,27.5525982
51.6361941,27.5555982
51.6325941,27.5622082
51.6301041,27.5682982
51.6286441,27.5750782
51.6248741,27.5880382
51.6143141,27.6087282
51.6118241,27.6131082
51.608956,27.6181639
51.607104,27.6214282
51.6065941,27.6289782
51.6086541,27.6358482
51.6103641,27.6388482
51.6119141,27.6454582
51.6162841,27.6506082
51.6175741,27.6530982
51.6148341,27.6606582
51.6122541,27.6697482
51.6126841,27.6760182
51.6129441,27.6883782
51.6094241,27.6904382
51.6066741,27.6944682
51.606074,27.6993682
51.607104,27.7054582
51.6046141,27.7275982
51.5948341,27.7310382
51.5937141,27.7346382
51.590024,27.7336982
51.5819541,27.7310382
51.5768041,27.7297482
51.5701941,27.7275982
51.5666841,27.7268282
51.5623041,27.7241682
51.5594741,27.7186782
51.554924,27.7057982
51.5465941,27.6938682
51.5410941,27.6836582
51.5299441,27.6819382
51.5276241,27.6839982
51.5207541,27.6843482
51.5178441,27.6688082
51.5148341,27.6724082
51.5131241,27.6775582
51.5094241,27.6839982
51.5002441,27.6935282
51.4981041,27.6976482
51.4988741,27.7033082
51.4977541,27.7101782
51.4923441,27.7225382
51.4868541,27.7302582
51.4774141,27.7420182
51.4740641,27.7590982
51.4741541,27.7606482
51.474494,27.7636482
51.4777641,27.7683682
51.4832541,27.7697482
51.4893441,27.7695782
51.4926941,27.7697482
51.4948341,27.7716382
51.4977541,27.7750682
51.5007641,27.7799582
51.5094241,27.7873382
51.5144941,27.7905982
51.5223041,27.7960982
51.5310674,27.8053291
51.5316681,27.8112836
51.5338304,27.8254693
51.5354341,27.8344582
