# GsakName=United Kingdom
# This Country polygon is based on data © OpenStreetMap contributors
# The OpenStreetMap data is made available under the Open Database License, see http://www.openstreetmap.org/copyright
# This polygon file is made available under the same Open Database License: http://opendatacommons.org/licenses/odbl/1.0/.
# Bounding Box: 58.083,57.593,-8.1021327,-9.0234163
58.025,-8.7614339
58.024,-8.7670104
58.02,-8.7869145
58.016,-8.8040139
58.011,-8.8226608
58.006,-8.8390823
58,-8.8565725
57.994,-8.8721678
57.987,-8.888449
57.98,-8.9030382
57.973,-8.9162079
57.965,-8.9297717
57.957,-8.9419564
57.948,-8.9542179
57.939,-8.9651168
57.93,-8.9747884
57.921,-8.9833382
57.911,-8.9916233
57.902,-8.9980589
57.894,-9.003356
57.888,-9.0070039
57.877,-9.0126902
57.867,-9.0167775
57.857,-9.0198702
57.847,-9.0219939
57.837,-9.0231658
57.831,-9.0234163
57.825,-9.0233287
57.819,-9.0229029
57.813,-9.0221378
57.803,-9.0201031
57.793,-9.0171055
57.783,-9.0131222
57.772,-9.0075635
57.762,-9.0013937
57.752,-8.994103
57.742,-8.9856197
57.736,-8.9799201
57.731,-8.9748005
57.721,-8.9634831
57.716,-8.9572461
57.711,-8.9505924
57.706,-8.9434941
57.701,-8.9359184
57.693,-8.9227053
57.686,-8.9099018
57.677,-8.8918718
57.671,-8.8789502
57.666,-8.8694185
57.66,-8.8571789
57.654,-8.8438028
57.649,-8.8316133
57.644,-8.8182998
57.64,-8.8066878
57.635,-8.7907023
57.631,-8.7764677
57.627,-8.76462
57.623,-8.7516949
57.616,-8.7266565
57.612,-8.7107037
57.608,-8.6924374
57.606,-8.6821189
57.604,-8.6707227
57.601,-8.6507168
57.599,-8.6342342
57.598,-8.6243598
57.597,-8.6126136
57.596,-8.5972839
57.595,-8.5643421
57.594,-8.5476362
57.593,-8.5146962
57.593,-8.5034075
57.594,-8.4704675
57.595,-8.4551386
57.596,-8.4433931
57.598,-8.4248488
57.6,-8.4098803
57.603,-8.3911813
57.607,-8.3704877
57.611,-8.3528787
57.616,-8.3337914
57.619,-8.323508
57.622,-8.3139285
57.628,-8.2965061
57.635,-8.2785269
57.642,-8.2625489
57.649,-8.2482032
57.653,-8.2406364
57.658,-8.2317227
57.666,-8.2185223
57.675,-8.2052444
57.684,-8.1934285
57.693,-8.1829151
57.703,-8.1726127
57.713,-8.1636368
57.724,-8.1551754
57.732,-8.1498928
57.74,-8.1453076
57.749,-8.1409507
57.757,-8.1377676
57.765,-8.1352163
57.773,-8.1332843
57.781,-8.1319626
57.791,-8.1311594
57.792,-8.130705
57.802,-8.1235215
57.811,-8.1180121
57.819,-8.1138406
57.829,-8.1095509
57.837,-8.1068373
57.845,-8.1047471
57.853,-8.1032704
57.863,-8.1022769
57.869,-8.1021327
57.875,-8.102327
57.881,-8.1028606
57.887,-8.1037349
57.893,-8.1049526
57.899,-8.1065173
57.905,-8.1084334
57.911,-8.1107068
57.922,-8.1158258
57.932,-8.121587
57.947,-8.1315681
57.953,-8.1361083
57.959,-8.1410834
57.965,-8.146513
57.97,-8.151401
57.976,-8.1577251
57.981,-8.1633975
57.992,-8.1769589
58.005,-8.1948188
58.014,-8.2086381
58.022,-8.2224067
58.03,-8.2378076
58.034,-8.2462144
58.038,-8.2551577
58.045,-8.2722978
58.049,-8.2830917
58.052,-8.2917522
58.058,-8.3108273
58.061,-8.3214364
58.064,-8.3329456
58.067,-8.3455649
58.069,-8.3547429
58.073,-8.3755826
58.076,-8.3944193
58.078,-8.4095012
58.079,-8.4182384
58.081,-8.4400271
58.082,-8.455478
58.083,-8.4886831
58.083,-8.4999164
58.082,-8.5331216
58.081,-8.5485725
58.08,-8.5604104
58.078,-8.5790984
58.075,-8.6008669
58.073,-8.613017
58.071,-8.6239151
58.067,-8.6430347
58.062,-8.6634356
58.059,-8.6743257
58.056,-8.6844203
58.053,-8.6938406
58.049,-8.7055078
58.042,-8.723899
58.035,-8.7402019
58.031,-8.7487376
58.026,-8.7587137
58.025,-8.7614339
