43.501397	-107.595105
43.646427	-107.595157
43.645766	-107.716218
43.733343	-107.715876
43.733495	-107.737031
43.733218	-107.75064
43.733446	-107.956577
43.818666	-107.956448
43.818768	-108.000649
43.81851	-108.002668
43.818968	-108.174938
43.819408	-108.173354
43.819858	-108.172639
43.82117	-108.173033
43.822867	-108.176157
43.823893	-108.185796
43.824667	-108.188417
43.827331	-108.193121
43.828232	-108.19398
43.828361	-108.19619
43.827605	-108.196885
43.825618	-108.197056
43.82518	-108.197784
43.825062	-108.199264
43.825289	-108.200969
43.825824	-108.201652
43.82671	-108.201752
43.829235	-108.200739
43.831702	-108.19908
43.832726	-108.197256
43.834135	-108.193825
43.835241	-108.192832
43.836826	-108.19239
43.837065	-108.192575
43.839474	-108.191944
43.841858	-108.188978
43.84262	-108.1884
43.844582	-108.187699
43.848255	-108.185255
43.847655	-108.191655
43.847555	-108.201555
43.847955	-108.208455
43.847849	-108.21679
43.847155	-108.229356
43.847055	-108.244556
43.846755	-108.250656
43.846619	-108.309695
43.872798	-108.309607
43.874956	-108.310059
43.903255	-108.30936
43.903355	-108.429563
43.992054	-108.427064
43.991862	-108.489431
44.07976	-108.490254
44.079403	-108.550758
44.168455	-108.550562
44.168222	-108.375664
44.168409	-108.36146
44.168173	-108.124452
44.168307	-107.96209
44.167884	-107.929074
44.168049	-107.923045
44.167891	-107.918225
44.16826	-107.873662
44.167877	-107.722019
44.16645	-107.712852
44.166529	-107.535994
44.166319	-107.530956
44.166668	-107.525248
44.167166	-107.500633
44.167882	-107.375628
44.167699	-107.373319
44.167794	-107.337208
44.167368	-107.266993
44.165651	-107.145478
44.165692	-107.128584
44.14125	-107.128055
44.121245	-107.128641
44.06357	-107.128492
44.003942	-107.128988
43.916683	-107.127816
43.902481	-107.128394
43.874962	-107.128283
43.873632	-107.128034
43.815961	-107.127622
43.816092	-107.113655
43.749962	-107.11356
43.744267	-107.113897
43.73524	-107.113885
43.729746	-107.113062
43.715802	-107.113634
43.657647	-107.113385
43.555781	-107.113639
43.555571	-107.110799
43.500286	-107.110734
43.500502	-107.121303
43.500266	-107.125606
43.500343	-107.185074
43.500542	-107.19761
43.500344	-107.230481
43.501485	-107.23063
43.501511	-107.375628
43.501692	-107.428559
43.501898	-107.430151
43.501897	-107.449653
43.501407	-107.474174
43.501737	-107.474371
43.501576	-107.493292
43.501295	-107.500631
43.501397	-107.595105
